,Name,_wandb,_runtime,val_loss,train_loss,test_accuracy,train_accuracy,epoch,test_loss,_timestamp,val_accuracy,trainer/global_step,_step,cpu,beta1,beta2,group,aa_seed,augment,dataset,dropout,patience,num_train,batch_norm,batch_size,max_epochs,save_model,log_results,weight_decay,hidden_layers,learning_rate,hidden_group_channels
32,crimson-sweep-168,{'runtime': 583},585.0848429203033,0.07761635631322861,0.0772109255194664,0.9648000001907348,0.96875,31,0.11265022307634354,1715636514.734053,0.9731403589248656,14508,14540,False,0.9,0.999,translateW,42,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
33,daily-sweep-167,{'runtime': 554},555.9837300777435,0.11078139394521712,0.05396164581179619,0.9531999826431274,0.984375,25,0.14199692010879517,1715635755.161418,0.9623814821243286,11700,11725,False,0.9,0.999,translateW,42,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
34,silver-sweep-166,{'runtime': 697},698.6863796710968,0.12989258766174316,0.05448594316840172,0.9491999745368958,0.984375,39,0.16198526322841644,1715635913.538107,0.95780748128891,18252,18292,False,0.9,0.999,translateW,42,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
35,sweepy-sweep-165,{'runtime': 309},311.20004320144653,0.3631815314292908,0.33668214082717896,0.8816999793052673,0.8984375,14,0.3804429769515991,1715635181.4101722,0.8897068500518799,6552,6566,False,0.9,0.999,translateW,42,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
36,quiet-sweep-164,{'runtime': 310},311.6010549068451,0.11558620631694794,0.08184543251991272,0.9502000212669371,0.96875,17,0.1465299427509308,1715635197.589932,0.96211439371109,7956,7974,False,0.9,0.999,translateW,41,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
37,visionary-sweep-163,{'runtime': 633},634.3489181995392,0.11050942540168762,0.0815310999751091,0.9526000022888184,0.984375,28,0.14459016919136047,1715634853.0270631,0.9634164571762084,13104,13132,False,0.9,0.999,translateW,41,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
38,resilient-sweep-162,{'runtime': 158},159.57664108276367,0.31951209902763367,0.2623307704925537,0.8913999795913696,0.921875,7,0.33784857392311096,1715634203.535156,0.908645510673523,3276,3283,False,0.9,0.999,translateW,41,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
39,peach-sweep-161,{'runtime': 694},695.7928094863892,0.2253991961479187,0.3953558206558227,0.9186000227928162,0.8671875,38,0.25978565216064453,1715634872.0104244,0.9244458079338074,17784,17823,False,0.9,0.999,translateW,41,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
40,stellar-sweep-160,{'runtime': 491},492.46206974983215,0.09267818182706831,0.05979815125465393,0.9617999792099,0.9765625,22,0.125803604722023,1715634027.8412378,0.9690003991127014,10296,10318,False,0.9,0.999,translateW,40,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
41,ethereal-sweep-159,{'runtime': 685},686.5430016517639,0.1041448935866356,0.12377148121595384,0.96069997549057,0.9609375,37,0.13160395622253418,1715634158.1499827,0.9649605751037598,17316,17354,False,0.9,0.999,translateW,40,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
42,major-sweep-158,{'runtime': 799},800.5133717060089,0.15828131139278412,0.1350366622209549,0.9435999989509584,0.953125,36,0.1795225292444229,1715633519.7993886,0.9488013982772828,16848,16884,False,0.9,0.999,translateW,40,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
43,denim-sweep-157,{'runtime': 600},601.7925236225128,0.22577956318855288,0.2963569760322571,0.9225999712944032,0.9296875,33,0.248902291059494,1715633453.7830906,0.9268412590026855,15444,15478,False,0.9,0.999,translateW,40,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
44,efficient-sweep-156,{'runtime': 515},517.1575162410736,0.08661151677370071,0.17657601833343506,0.9639000296592712,0.9453125,28,0.10939699411392212,1715632838.9977412,0.9710870981216432,13104,13133,False,0.9,0.999,translateW,39,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
45,stellar-sweep-155,{'runtime': 661},662.7894604206085,0.11540332436561584,0.13548560440540314,0.9569000005722046,0.96875,30,0.13545149564743042,1715632703.7837465,0.9622395634651184,14040,14070,False,0.9,0.999,translateW,39,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
46,likely-sweep-154,{'runtime': 397},399.3554813861847,0.2085385620594025,0.16043400764465332,0.9316999912261964,0.9609375,18,0.21625788509845736,1715632026.5708234,0.935621976852417,8424,8442,False,0.9,0.999,translateW,39,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
47,iconic-sweep-153,{'runtime': 645},646.2762548923492,0.2856425940990448,0.3407653570175171,0.9064000248908995,0.875,35,0.288093239068985,1715632306.0385149,0.9093132615089417,16380,16416,False,0.9,0.999,translateW,39,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
48,eager-sweep-152,{'runtime': 476},478.08092498779297,0.09112321585416794,0.041471853852272034,0.961300015449524,0.984375,26,0.11970129609107973,1715631645.339572,0.970168948173523,12168,12195,False,0.9,0.999,translateW,38,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
49,honest-sweep-151,{'runtime': 730},731.2018311023712,0.10352401435375214,0.12329337000846864,0.958199977874756,0.9453125,33,0.12681224942207336,1715631611.6774502,0.9646517634391784,15444,15477,False,0.9,0.999,translateW,38,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
50,good-sweep-150,{'runtime': 491},492.7528941631317,0.18126162886619568,0.06260033696889877,0.9350000023841858,0.9765625,27,0.19734728336334229,1715631151.421925,0.9422743320465088,12636,12664,False,0.9,0.999,translateW,38,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
51,icy-sweep-149,{'runtime': 551},552.7808127403259,0.37176838517189026,0.24074643850326535,0.8733999729156494,0.921875,25,0.3947123885154724,1715630858.188979,0.8839226365089417,11700,11725,False,0.9,0.999,translateW,38,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
52,winter-sweep-148,{'runtime': 597},598.3384017944336,0.08455398678779602,0.08495786041021347,0.963699996471405,0.9765625,27,0.11618487536907196,1715630288.1935308,0.9714125990867616,12636,12663,False,0.9,0.999,translateW,37,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
53,radiant-sweep-147,{'runtime': 757},759.1681945323944,0.09894014149904252,0.07969813793897629,0.9621000289916992,0.96875,42,0.12450643628835678,1715630642.2029195,0.967681646347046,19656,19699,False,0.9,0.999,translateW,37,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
54,dashing-sweep-146,{'runtime': 624},625.9227941036224,0.15138129889965057,0.20093663036823273,0.94760000705719,0.9453125,35,0.16600476205348969,1715629855.4541411,0.9499782919883728,16380,16416,False,0.9,0.999,translateW,37,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
55,jumping-sweep-145,{'runtime': 190},191.83285403251648,0.4128360450267792,0.3999272882938385,0.8651999831199646,0.8828125,10,0.4231663048267365,1715629214.73721,0.8729550838470459,4680,4691,False,0.9,0.999,translateW,37,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
56,serene-sweep-144,{'runtime': 924},925.6866648197174,0.06460180878639221,0.08477962017059326,0.9700999855995178,0.9765625,42,0.10404723137617113,1715629673.2722569,0.9771217107772828,19656,19698,False,0.9,0.999,translateW,36,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
57,eager-sweep-143,{'runtime': 578},580.0809059143066,0.11170891672372818,0.1856626719236374,0.958400011062622,0.9609375,26,0.12980282306671145,1715628728.471702,0.962890625,12168,12194,False,0.9,0.999,translateW,36,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
58,avid-sweep-142,{'runtime': 584},585.6968541145325,0.14923153817653656,0.09720354527235033,0.9470000267028807,0.9765625,32,0.16239246726036072,1715629006.2906082,0.9503706097602844,14976,15009,False,0.9,0.999,translateW,36,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
59,breezy-sweep-141,{'runtime': 290},291.3091037273407,0.49932798743247986,0.3839451670646667,0.8339999914169312,0.8671875,16,0.503487229347229,1715628404.3710296,0.8558109402656555,7488,7505,False,0.9,0.999,translateW,36,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
60,rare-sweep-140,{'runtime': 401},402.9580855369568,0.10836004465818404,0.145938441157341,0.9556999802589417,0.9609375,18,0.13154803216457367,1715628130.4983115,0.9638838768005372,8424,8442,False,0.9,0.999,translateW,35,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
61,dainty-sweep-139,{'runtime': 351},352.14569783210754,0.13308697938919067,0.1121467500925064,0.953499972820282,0.9609375,19,0.14893417060375214,1715628100.4625638,0.9572482705116272,8892,8912,False,0.9,0.999,translateW,35,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
62,flowing-sweep-138,{'runtime': 381},382.2586622238159,0.1834511160850525,0.1991732120513916,0.9391999840736388,0.9375,21,0.19025461375713348,1715627733.7261293,0.941481351852417,9828,9850,False,0.9,0.999,translateW,35,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
63,glad-sweep-137,{'runtime': 660},661.9865415096283,0.24970555305480957,0.25625234842300415,0.9164000153541564,0.8984375,30,0.2614852786064148,1715627708.5296435,0.91972154378891,14040,14070,False,0.9,0.999,translateW,35,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
64,bumbling-sweep-136,{'runtime': 380},381.56361413002014,0.10742629319429398,0.12141187489032744,0.9534000158309937,0.953125,17,0.13499824702739716,1715627031.4963312,0.9647769927978516,7956,7973,False,0.9,0.999,translateW,34,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
65,devout-sweep-135,{'runtime': 616},617.6857929229736,0.10293244570493698,0.08776702731847763,0.9574000239372252,0.96875,33,0.13212670385837555,1715627333.8897848,0.9662126302719116,15444,15478,False,0.9,0.999,translateW,34,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
66,fluent-sweep-134,{'runtime': 528},530.0161964893341,0.17371264100074768,0.2113228291273117,0.9372000098228456,0.9375,24,0.1863015294075012,1715626633.9511924,0.9429670572280884,11232,11256,False,0.9,0.999,translateW,34,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
67,generous-sweep-133,{'runtime': 522},523.3385493755341,0.24406401813030243,0.25090113282203674,0.916700005531311,0.9140625,29,0.25723379850387573,1715626699.6180215,0.92331063747406,13572,13602,False,0.9,0.999,translateW,34,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
68,floral-sweep-132,{'runtime': 512},513.4718580245972,0.08901690691709518,0.08840613067150116,0.9609000086784364,0.9609375,23,0.12024842202663422,1715626088.874936,0.9695679545402528,10764,10787,False,0.9,0.999,translateW,33,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
69,different-sweep-131,{'runtime': 750},751.1979176998138,0.09709607064723969,0.14975117146968842,0.9592999815940856,0.9375,41,0.12957720458507538,1715626160.2128518,0.9671975374221802,19188,19230,False,0.9,0.999,translateW,33,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
70,sandy-sweep-130,{'runtime': 967},968.4672904014589,0.14373862743377686,0.14343439042568207,0.9451000094413756,0.9375,44,0.17575114965438843,1715625560.3563783,0.9535006284713744,20592,20636,False,0.9,0.999,translateW,33,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
71,genial-sweep-129,{'runtime': 591},592.8510138988495,0.27158138155937195,0.20975755155086517,0.9093000292778016,0.9296875,32,0.28204959630966187,1715625392.4339688,0.9117254018783568,14976,15009,False,0.9,0.999,translateW,33,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
72,genial-sweep-128,{'runtime': 385},386.738881111145,0.09433437138795853,0.08019042015075684,0.9598000049591064,0.9765625,20,0.12343520671129228,1715624785.1243622,0.9690588116645812,9360,9381,False,0.9,0.999,translateW,32,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
73,worldly-sweep-127,{'runtime': 798},799.7599167823792,0.10293684899806976,0.1066964864730835,0.9557999968528748,0.9609375,36,0.13746389746665957,1715624576.8689957,0.965486466884613,16848,16884,False,0.9,0.999,translateW,32,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
74,blooming-sweep-126,{'runtime': 476},477.22121834754944,0.18393070995807648,0.16144105792045593,0.9348999857902528,0.9296875,26,0.20747210085392,1715624385.8043003,0.9419571161270142,12168,12195,False,0.9,0.999,translateW,32,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
75,playful-sweep-125,{'runtime': 481},482.58898401260376,0.3331664502620697,0.29762938618659973,0.8896999955177307,0.9140625,22,0.3479160964488983,1715623764.000117,0.8933543562889099,10296,10318,False,0.9,0.999,translateW,32,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
76,rich-sweep-124,{'runtime': 478},479.8344650268554,0.09443650394678116,0.06945669651031494,0.959999978542328,0.984375,25,0.12002481520175934,1715623894.918789,0.969542920589447,11700,11726,False,0.9,0.999,translateW,31,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
77,dandy-sweep-123,{'runtime': 149},150.78096103668213,0.2063450962305069,0.15038329362869263,0.9308000206947328,0.9375,8,0.2154106497764587,1715623396.3135622,0.9391610026359558,3744,3753,False,0.9,0.999,translateW,31,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
78,vibrant-sweep-122,{'runtime': 312},313.4639630317688,0.2021365463733673,0.13372741639614105,0.932200014591217,0.953125,14,0.21292799711227417,1715623265.474339,0.9352547526359558,6552,6566,False,0.9,0.999,translateW,31,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
79,driven-sweep-121,{'runtime': 380},381.88054370880127,0.4680662751197815,0.4536987841129303,0.8392000198364258,0.859375,17,0.4863056540489197,1715622931.8909788,0.8620292544364929,7956,7973,False,0.9,0.999,translateW,31,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
80,skilled-sweep-120,{'runtime': 759},760.2196900844574,0.0650390014052391,0.05162588506937027,0.96670001745224,0.9765625,40,0.10432474315166472,1715623231.9537702,0.9775807857513428,18720,18761,False,0.9,0.999,translateW,30,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
81,fast-sweep-119,{'runtime': 755},756.651852607727,0.10536504536867142,0.09600038081407548,0.958299994468689,0.9765625,34,0.13138121366500854,1715622533.9337966,0.9653362035751344,15912,15946,False,0.9,0.999,translateW,30,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
82,blooming-sweep-118,{'runtime': 465},466.9852011203766,0.1581885814666748,0.14764420688152313,0.9426000118255616,0.9453125,25,0.18165896832942963,1715622455.9088652,0.9482338428497314,11700,11726,False,0.9,0.999,translateW,30,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
83,elated-sweep-117,{'runtime': 406},407.5953152179718,0.2727802097797394,0.17959405481815338,0.8999000191688538,0.921875,23,0.30016446113586426,1715621972.5880532,0.9149889945983888,10764,10788,False,0.9,0.999,translateW,30,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
84,glowing-sweep-116,{'runtime': 404},406.18182826042175,0.093404620885849,0.08025456964969635,0.9646999835968018,0.96875,22,0.11139334738254549,1715621549.6333303,0.9682825803756714,10296,10319,False,0.9,0.999,translateW,29,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
85,stellar-sweep-115,{'runtime': 988},989.4326939582824,0.0879766196012497,0.08281613886356354,0.9610999822616576,0.9765625,45,0.1189897432923317,1715621761.3442469,0.9693092107772828,21060,21105,False,0.9,0.999,translateW,29,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
